19-Jan-18,10.6,1.2,10.5,11,6,67,ADI,77.5,19-Jan-18,4.1,-0.8,3.6,4.1,5,138
19-Jan-18,9.2,1.21,8.9,9.4,8,614,ADI,80,19-Jan-18,5,-1.3,4.6,5,8,153
19-Jan-18,,,,0.1,0,0,ADI1,80,19-Jan-18,,,13.9,15,0,0
19-Jan-18,8.1,1.4,7.4,8,1005,2201,ADI,82.5,19-Jan-18,5.9,-1.1,5.6,6.1,291,112
19-Jan-18,6.44,0.64,6.2,6.7,106,331,ADI,85,19-Jan-18,7.2,-2.5,6.7,7.3,18,208
19-Jan-18,5.2,0.9,4.9,5.5,26,207,ADI,87.5,19-Jan-18,8.6,-1.9,8,8.6,23,19
19-Jan-18,4.39,0.74,3.9,4.5,107,384,ADI,90,19-Jan-18,12.2,,9.6,10.1,0,19
19-Jan-18,3.65,0.79,3.1,3.6,130,61,ADI,92.5,19-Jan-18,,,11.2,11.8,0,0
18-Jan-19,12.57,,14,15.9,0,29,ADI,77.5,18-Jan-19,10.8,,7.8,8.8,0,32
18-Jan-19,12.9,,12.7,14,0,35,ADI,80,18-Jan-19,10.6,,8.6,10.1,0,61
18-Jan-19,11.1,,11.5,12.7,0,82,ADI,82.5,18-Jan-19,13.6,,9.8,11.2,0,6
18-Jan-19,11,1.84,10.1,11.3,3,388,ADI,85,18-Jan-19,16,,10.3,12.6,0,1
18-Jan-19,5.6,,9.1,10.5,0,72,ADI,87.5,18-Jan-19,18,,12.3,13.7,0,5
